Chaos-daemon Version: version.Info{GitVersion:"chart-2.5.1", GitCommit:"08b173528f315d3a6621b9be5566e74ab9e0d35d", BuildDate:"2023-01-14T02:33:17Z", GoVersion:"go1.18", Compiler:"gc", Platform:"linux/amd64"}
2023-03-17T15:00:33.119Z	INFO	chaos-daemon.daemon-server	chaos-daemon/main.go:80	grant access to /dev/fuse
2023-03-17T15:55:49.485Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/e-3.1-5nxpx-4czjd"}
2023-03-17T15:55:49.487Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	pause has been resumed	{"namespacedName": "robot-shop/e-3.1-5nxpx-4czjd", "comm": "nsexec\n"}
2023-03-17T15:55:49.518Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	Executing stressors	{"namespacedName": "robot-shop/e-3.1-5nxpx-4czjd", "request": "target:\"containerd://6e9a8a4c13f1f10f0ecfcdfbb3e4b52ffe2053c907ef1b999724de2f87a163d5\" cpuStressors:\" --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60\" enterNS:true"}
2023-03-17T15:55:49.528Z	INFO	chaos-daemon.daemon-server.background-process-manager.process-builder	chaosdaemon/stress_server_linux.go:39	build command	{"namespacedName": "robot-shop/e-3.1-5nxpx-4czjd", "command": "/usr/local/bin/pause /usr/local/bin/nsexec -p /proc/4182/ns/pid -- stress-ng --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60"}
2023-03-17T15:55:49.529Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	Start stress-ng successfully	{"namespacedName": "robot-shop/e-3.1-5nxpx-4czjd", "command": "/usr/local/bin/pause /usr/local/bin/nsexec -p /proc/4182/ns/pid -- stress-ng --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60", "pid": 76713, "uid": "052686a0-6ac4-4170-8c7b-94ba2b7b1bdd"}
2023-03-17T15:55:49.557Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/e-3.1-5nxpx-4czjd"}
2023-03-17T15:55:49.558Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	pause has been resumed	{"namespacedName": "robot-shop/e-3.1-5nxpx-4czjd", "comm": "nsexec\n"}
2023-03-17T15:55:49.580Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	Executing stressors	{"namespacedName": "robot-shop/e-3.1-5nxpx-4czjd", "request": "target:\"containerd://559cd0415242ce9484b73618242f29ca09c1da4d61959605f7486538fd0311f4\" cpuStressors:\" --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60\" enterNS:true"}
2023-03-17T15:55:49.584Z	INFO	chaos-daemon.daemon-server.background-process-manager.process-builder	chaosdaemon/stress_server_linux.go:39	build command	{"namespacedName": "robot-shop/e-3.1-5nxpx-4czjd", "command": "/usr/local/bin/pause /usr/local/bin/nsexec -p /proc/5005/ns/pid -- stress-ng --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60"}
2023-03-17T15:55:49.584Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	Start stress-ng successfully	{"namespacedName": "robot-shop/e-3.1-5nxpx-4czjd", "command": "/usr/local/bin/pause /usr/local/bin/nsexec -p /proc/5005/ns/pid -- stress-ng --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60", "pid": 76737, "uid": "637977ea-ad35-44bd-9b3c-1c43d89faa14"}
2023-03-17T15:55:49.586Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/e-3.1-5nxpx-4czjd"}
2023-03-17T15:55:49.593Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	pause has been resumed	{"namespacedName": "robot-shop/e-3.1-5nxpx-4czjd", "comm": "nsexec\n"}
2023-03-17T15:55:49.631Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	Executing stressors	{"namespacedName": "robot-shop/e-3.1-5nxpx-4czjd", "request": "target:\"containerd://906e8237f85568e8a2b3d973bbe2cc73e5b9ce73615563a60e62ac678ef7ebf2\" cpuStressors:\" --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60\" enterNS:true"}
2023-03-17T15:55:49.637Z	INFO	chaos-daemon.daemon-server.background-process-manager.process-builder	chaosdaemon/stress_server_linux.go:39	build command	{"namespacedName": "robot-shop/e-3.1-5nxpx-4czjd", "command": "/usr/local/bin/pause /usr/local/bin/nsexec -p /proc/5827/ns/pid -- stress-ng --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60"}
2023-03-17T15:55:49.638Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	Start stress-ng successfully	{"namespacedName": "robot-shop/e-3.1-5nxpx-4czjd", "command": "/usr/local/bin/pause /usr/local/bin/nsexec -p /proc/5827/ns/pid -- stress-ng --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60", "pid": 76767, "uid": "ff14ece0-6c2b-40ad-b646-733dd9262741"}
2023-03-17T15:55:49.657Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/e-3.1-5nxpx-4czjd"}
2023-03-17T15:55:49.658Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	pause has been resumed	{"namespacedName": "robot-shop/e-3.1-5nxpx-4czjd", "comm": "nsexec\n"}
2023-03-17T15:55:49.672Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	Executing stressors	{"namespacedName": "robot-shop/e-3.1-5nxpx-4czjd", "request": "target:\"containerd://391a4889286b20f291c8380dd3399af779a724a7aeddbc05e31d51a62c339bfe\" cpuStressors:\" --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60\" enterNS:true"}
2023-03-17T15:55:49.675Z	INFO	chaos-daemon.daemon-server.background-process-manager.process-builder	chaosdaemon/stress_server_linux.go:39	build command	{"namespacedName": "robot-shop/e-3.1-5nxpx-4czjd", "command": "/usr/local/bin/pause /usr/local/bin/nsexec -p /proc/5165/ns/pid -- stress-ng --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60"}
2023-03-17T15:55:49.676Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	Start stress-ng successfully	{"namespacedName": "robot-shop/e-3.1-5nxpx-4czjd", "command": "/usr/local/bin/pause /usr/local/bin/nsexec -p /proc/5165/ns/pid -- stress-ng --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60", "pid": 76781, "uid": "3e4cffdb-7486-47bb-9a2c-f457a2ae2f01"}
2023-03-17T15:55:49.677Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/e-3.1-5nxpx-4czjd"}
2023-03-17T15:55:49.679Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	pause has been resumed	{"namespacedName": "robot-shop/e-3.1-5nxpx-4czjd", "comm": "nsexec\n"}
2023-03-17T15:55:49.741Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	Executing stressors	{"namespacedName": "robot-shop/e-3.1-5nxpx-4czjd", "request": "target:\"containerd://337972b1d361608f689e029a38c38757d0cbdb584864ebd1397e0ce56a1ea891\" cpuStressors:\" --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60\" enterNS:true"}
2023-03-17T15:55:49.742Z	ERROR	chaos-daemon.daemon-server	chaosdaemon/server.go:187	exec cpu stressors	{"containerID": "containerd://337972b1d361608f689e029a38c38757d0cbdb584864ebd1397e0ce56a1ea891", "cpuStressors": " --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60", "error": "no running task found: task 337972b1d361608f689e029a38c38757d0cbdb584864ebd1397e0ce56a1ea891 not found: not found"}
github.com/chaos-mesh/chaos-mesh/pkg/chaosdaemon.MetadataExtractor.func1
	/home/runner/work/chaos-mesh/chaos-mesh/pkg/chaosdaemon/server.go:187
github.com/grpc-ecosystem/go-grpc-middleware.ChainUnaryServer.func1.1.1
	/tmp/go/pkg/mod/github.com/grpc-ecosystem/go-grpc-middleware@v1.3.0/chain.go:25
github.com/grpc-ecosystem/go-grpc-prometheus.(*ServerMetrics).UnaryServerInterceptor.func1
	/tmp/go/pkg/mod/github.com/grpc-ecosystem/go-grpc-prometheus@v1.2.0/server_metrics.go:107
github.com/grpc-ecosystem/go-grpc-middleware.ChainUnaryServer.func1.1.1
	/tmp/go/pkg/mod/github.com/grpc-ecosystem/go-grpc-middleware@v1.3.0/chain.go:25
github.com/chaos-mesh/chaos-mesh/pkg/grpc.TimeoutServerInterceptor
	/home/runner/work/chaos-mesh/chaos-mesh/pkg/grpc/utils.go:205
github.com/grpc-ecosystem/go-grpc-middleware.ChainUnaryServer.func1.1.1
	/tmp/go/pkg/mod/github.com/grpc-ecosystem/go-grpc-middleware@v1.3.0/chain.go:25
github.com/grpc-ecosystem/go-grpc-middleware.ChainUnaryServer.func1
	/tmp/go/pkg/mod/github.com/grpc-ecosystem/go-grpc-middleware@v1.3.0/chain.go:34
github.com/chaos-mesh/chaos-mesh/pkg/chaosdaemon/pb._ChaosDaemon_ExecStressors_Handler
	/home/runner/work/chaos-mesh/chaos-mesh/pkg/chaosdaemon/pb/chaosdaemon.pb.go:4324
google.golang.org/grpc.(*Server).processUnaryRPC
	/tmp/go/pkg/mod/google.golang.org/grpc@v1.43.0/server.go:1282
google.golang.org/grpc.(*Server).handleStream
	/tmp/go/pkg/mod/google.golang.org/grpc@v1.43.0/server.go:1616
google.golang.org/grpc.(*Server).serveStreams.func1.2
	/tmp/go/pkg/mod/google.golang.org/grpc@v1.43.0/server.go:921
2023-03-17T15:55:49.762Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	Executing stressors	{"namespacedName": "robot-shop/e-3.1-5nxpx-4czjd", "request": "target:\"containerd://7c447565843439da6abd847253b5d582b06e26a450f36b64a40d4ad73924281e\" cpuStressors:\" --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60\" enterNS:true"}
2023-03-17T15:55:49.767Z	INFO	chaos-daemon.daemon-server.background-process-manager.process-builder	chaosdaemon/stress_server_linux.go:39	build command	{"namespacedName": "robot-shop/e-3.1-5nxpx-4czjd", "command": "/usr/local/bin/pause /usr/local/bin/nsexec -p /proc/7770/ns/pid -- stress-ng --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60"}
2023-03-17T15:55:49.767Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	Start stress-ng successfully	{"namespacedName": "robot-shop/e-3.1-5nxpx-4czjd", "command": "/usr/local/bin/pause /usr/local/bin/nsexec -p /proc/7770/ns/pid -- stress-ng --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60", "pid": 76817, "uid": "6391f2ca-6828-4b1c-b5c0-32380ea7f96c"}
2023-03-17T15:55:49.799Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/e-3.1-5nxpx-4czjd"}
2023-03-17T15:55:49.834Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	pause has been resumed	{"namespacedName": "robot-shop/e-3.1-5nxpx-4czjd", "comm": "nsexec\n"}
2023-03-17T15:55:49.849Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	Executing stressors	{"namespacedName": "robot-shop/e-3.1-5nxpx-4czjd", "request": "target:\"containerd://3917ef4b1790febaa6cfa6e31274434bed9029e0c5df53621c1d278de52c6068\" cpuStressors:\" --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60\" enterNS:true"}
2023-03-17T15:55:49.852Z	INFO	chaos-daemon.daemon-server.background-process-manager.process-builder	chaosdaemon/stress_server_linux.go:39	build command	{"namespacedName": "robot-shop/e-3.1-5nxpx-4czjd", "command": "/usr/local/bin/pause /usr/local/bin/nsexec -p /proc/7631/ns/pid -- stress-ng --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60"}
2023-03-17T15:55:49.853Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	Start stress-ng successfully	{"namespacedName": "robot-shop/e-3.1-5nxpx-4czjd", "command": "/usr/local/bin/pause /usr/local/bin/nsexec -p /proc/7631/ns/pid -- stress-ng --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60", "pid": 76830, "uid": "21e6f90a-80f5-4868-809e-8c499feeed25"}
2023-03-17T15:55:49.869Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/e-3.1-5nxpx-4czjd"}
2023-03-17T15:55:49.870Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	pause has been resumed	{"namespacedName": "robot-shop/e-3.1-5nxpx-4czjd", "comm": "nsexec\n"}
2023-03-17T15:55:50.052Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	Executing stressors	{"namespacedName": "robot-shop/e-3.1-5nxpx-4czjd", "request": "target:\"containerd://337972b1d361608f689e029a38c38757d0cbdb584864ebd1397e0ce56a1ea891\" cpuStressors:\" --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60\" enterNS:true"}
2023-03-17T15:55:50.053Z	ERROR	chaos-daemon.daemon-server	chaosdaemon/server.go:187	exec cpu stressors	{"containerID": "containerd://337972b1d361608f689e029a38c38757d0cbdb584864ebd1397e0ce56a1ea891", "cpuStressors": " --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60", "error": "no running task found: task 337972b1d361608f689e029a38c38757d0cbdb584864ebd1397e0ce56a1ea891 not found: not found"}
github.com/chaos-mesh/chaos-mesh/pkg/chaosdaemon.MetadataExtractor.func1
	/home/runner/work/chaos-mesh/chaos-mesh/pkg/chaosdaemon/server.go:187
github.com/grpc-ecosystem/go-grpc-middleware.ChainUnaryServer.func1.1.1
	/tmp/go/pkg/mod/github.com/grpc-ecosystem/go-grpc-middleware@v1.3.0/chain.go:25
github.com/grpc-ecosystem/go-grpc-prometheus.(*ServerMetrics).UnaryServerInterceptor.func1
	/tmp/go/pkg/mod/github.com/grpc-ecosystem/go-grpc-prometheus@v1.2.0/server_metrics.go:107
github.com/grpc-ecosystem/go-grpc-middleware.ChainUnaryServer.func1.1.1
	/tmp/go/pkg/mod/github.com/grpc-ecosystem/go-grpc-middleware@v1.3.0/chain.go:25
github.com/chaos-mesh/chaos-mesh/pkg/grpc.TimeoutServerInterceptor
	/home/runner/work/chaos-mesh/chaos-mesh/pkg/grpc/utils.go:205
github.com/grpc-ecosystem/go-grpc-middleware.ChainUnaryServer.func1.1.1
	/tmp/go/pkg/mod/github.com/grpc-ecosystem/go-grpc-middleware@v1.3.0/chain.go:25
github.com/grpc-ecosystem/go-grpc-middleware.ChainUnaryServer.func1
	/tmp/go/pkg/mod/github.com/grpc-ecosystem/go-grpc-middleware@v1.3.0/chain.go:34
github.com/chaos-mesh/chaos-mesh/pkg/chaosdaemon/pb._ChaosDaemon_ExecStressors_Handler
	/home/runner/work/chaos-mesh/chaos-mesh/pkg/chaosdaemon/pb/chaosdaemon.pb.go:4324
google.golang.org/grpc.(*Server).processUnaryRPC
	/tmp/go/pkg/mod/google.golang.org/grpc@v1.43.0/server.go:1282
google.golang.org/grpc.(*Server).handleStream
	/tmp/go/pkg/mod/google.golang.org/grpc@v1.43.0/server.go:1616
google.golang.org/grpc.(*Server).serveStreams.func1.2
	/tmp/go/pkg/mod/google.golang.org/grpc@v1.43.0/server.go:921
2023-03-17T15:55:50.145Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	Executing stressors	{"namespacedName": "robot-shop/e-3.1-5nxpx-4czjd", "request": "target:\"containerd://337972b1d361608f689e029a38c38757d0cbdb584864ebd1397e0ce56a1ea891\" cpuStressors:\" --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60\" enterNS:true"}
2023-03-17T15:55:50.148Z	ERROR	chaos-daemon.daemon-server	chaosdaemon/server.go:187	exec cpu stressors	{"containerID": "containerd://337972b1d361608f689e029a38c38757d0cbdb584864ebd1397e0ce56a1ea891", "cpuStressors": " --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60", "error": "no running task found: task 337972b1d361608f689e029a38c38757d0cbdb584864ebd1397e0ce56a1ea891 not found: not found"}
github.com/chaos-mesh/chaos-mesh/pkg/chaosdaemon.MetadataExtractor.func1
	/home/runner/work/chaos-mesh/chaos-mesh/pkg/chaosdaemon/server.go:187
github.com/grpc-ecosystem/go-grpc-middleware.ChainUnaryServer.func1.1.1
	/tmp/go/pkg/mod/github.com/grpc-ecosystem/go-grpc-middleware@v1.3.0/chain.go:25
github.com/grpc-ecosystem/go-grpc-prometheus.(*ServerMetrics).UnaryServerInterceptor.func1
	/tmp/go/pkg/mod/github.com/grpc-ecosystem/go-grpc-prometheus@v1.2.0/server_metrics.go:107
github.com/grpc-ecosystem/go-grpc-middleware.ChainUnaryServer.func1.1.1
	/tmp/go/pkg/mod/github.com/grpc-ecosystem/go-grpc-middleware@v1.3.0/chain.go:25
github.com/chaos-mesh/chaos-mesh/pkg/grpc.TimeoutServerInterceptor
	/home/runner/work/chaos-mesh/chaos-mesh/pkg/grpc/utils.go:205
github.com/grpc-ecosystem/go-grpc-middleware.ChainUnaryServer.func1.1.1
	/tmp/go/pkg/mod/github.com/grpc-ecosystem/go-grpc-middleware@v1.3.0/chain.go:25
github.com/grpc-ecosystem/go-grpc-middleware.ChainUnaryServer.func1
	/tmp/go/pkg/mod/github.com/grpc-ecosystem/go-grpc-middleware@v1.3.0/chain.go:34
github.com/chaos-mesh/chaos-mesh/pkg/chaosdaemon/pb._ChaosDaemon_ExecStressors_Handler
	/home/runner/work/chaos-mesh/chaos-mesh/pkg/chaosdaemon/pb/chaosdaemon.pb.go:4324
google.golang.org/grpc.(*Server).processUnaryRPC
	/tmp/go/pkg/mod/google.golang.org/grpc@v1.43.0/server.go:1282
google.golang.org/grpc.(*Server).handleStream
	/tmp/go/pkg/mod/google.golang.org/grpc@v1.43.0/server.go:1616
google.golang.org/grpc.(*Server).serveStreams.func1.2
	/tmp/go/pkg/mod/google.golang.org/grpc@v1.43.0/server.go:921
2023-03-17T15:55:50.250Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	Executing stressors	{"namespacedName": "robot-shop/e-3.1-5nxpx-4czjd", "request": "target:\"containerd://337972b1d361608f689e029a38c38757d0cbdb584864ebd1397e0ce56a1ea891\" cpuStressors:\" --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60\" enterNS:true"}
2023-03-17T15:55:50.251Z	ERROR	chaos-daemon.daemon-server	chaosdaemon/server.go:187	exec cpu stressors	{"containerID": "containerd://337972b1d361608f689e029a38c38757d0cbdb584864ebd1397e0ce56a1ea891", "cpuStressors": " --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60", "error": "no running task found: task 337972b1d361608f689e029a38c38757d0cbdb584864ebd1397e0ce56a1ea891 not found: not found"}
github.com/chaos-mesh/chaos-mesh/pkg/chaosdaemon.MetadataExtractor.func1
	/home/runner/work/chaos-mesh/chaos-mesh/pkg/chaosdaemon/server.go:187
github.com/grpc-ecosystem/go-grpc-middleware.ChainUnaryServer.func1.1.1
	/tmp/go/pkg/mod/github.com/grpc-ecosystem/go-grpc-middleware@v1.3.0/chain.go:25
github.com/grpc-ecosystem/go-grpc-prometheus.(*ServerMetrics).UnaryServerInterceptor.func1
	/tmp/go/pkg/mod/github.com/grpc-ecosystem/go-grpc-prometheus@v1.2.0/server_metrics.go:107
github.com/grpc-ecosystem/go-grpc-middleware.ChainUnaryServer.func1.1.1
	/tmp/go/pkg/mod/github.com/grpc-ecosystem/go-grpc-middleware@v1.3.0/chain.go:25
github.com/chaos-mesh/chaos-mesh/pkg/grpc.TimeoutServerInterceptor
	/home/runner/work/chaos-mesh/chaos-mesh/pkg/grpc/utils.go:205
github.com/grpc-ecosystem/go-grpc-middleware.ChainUnaryServer.func1.1.1
	/tmp/go/pkg/mod/github.com/grpc-ecosystem/go-grpc-middleware@v1.3.0/chain.go:25
github.com/grpc-ecosystem/go-grpc-middleware.ChainUnaryServer.func1
	/tmp/go/pkg/mod/github.com/grpc-ecosystem/go-grpc-middleware@v1.3.0/chain.go:34
github.com/chaos-mesh/chaos-mesh/pkg/chaosdaemon/pb._ChaosDaemon_ExecStressors_Handler
	/home/runner/work/chaos-mesh/chaos-mesh/pkg/chaosdaemon/pb/chaosdaemon.pb.go:4324
google.golang.org/grpc.(*Server).processUnaryRPC
	/tmp/go/pkg/mod/google.golang.org/grpc@v1.43.0/server.go:1282
google.golang.org/grpc.(*Server).handleStream
	/tmp/go/pkg/mod/google.golang.org/grpc@v1.43.0/server.go:1616
google.golang.org/grpc.(*Server).serveStreams.func1.2
	/tmp/go/pkg/mod/google.golang.org/grpc@v1.43.0/server.go:921
2023-03-17T15:55:50.421Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	Executing stressors	{"namespacedName": "robot-shop/e-3.1-5nxpx-4czjd", "request": "target:\"containerd://337972b1d361608f689e029a38c38757d0cbdb584864ebd1397e0ce56a1ea891\" cpuStressors:\" --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60\" enterNS:true"}
2023-03-17T15:55:50.434Z	ERROR	chaos-daemon.daemon-server	chaosdaemon/server.go:187	exec cpu stressors	{"containerID": "containerd://337972b1d361608f689e029a38c38757d0cbdb584864ebd1397e0ce56a1ea891", "cpuStressors": " --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60", "error": "no running task found: task 337972b1d361608f689e029a38c38757d0cbdb584864ebd1397e0ce56a1ea891 not found: not found"}
github.com/chaos-mesh/chaos-mesh/pkg/chaosdaemon.MetadataExtractor.func1
	/home/runner/work/chaos-mesh/chaos-mesh/pkg/chaosdaemon/server.go:187
github.com/grpc-ecosystem/go-grpc-middleware.ChainUnaryServer.func1.1.1
	/tmp/go/pkg/mod/github.com/grpc-ecosystem/go-grpc-middleware@v1.3.0/chain.go:25
github.com/grpc-ecosystem/go-grpc-prometheus.(*ServerMetrics).UnaryServerInterceptor.func1
	/tmp/go/pkg/mod/github.com/grpc-ecosystem/go-grpc-prometheus@v1.2.0/server_metrics.go:107
github.com/grpc-ecosystem/go-grpc-middleware.ChainUnaryServer.func1.1.1
	/tmp/go/pkg/mod/github.com/grpc-ecosystem/go-grpc-middleware@v1.3.0/chain.go:25
github.com/chaos-mesh/chaos-mesh/pkg/grpc.TimeoutServerInterceptor
	/home/runner/work/chaos-mesh/chaos-mesh/pkg/grpc/utils.go:205
github.com/grpc-ecosystem/go-grpc-middleware.ChainUnaryServer.func1.1.1
	/tmp/go/pkg/mod/github.com/grpc-ecosystem/go-grpc-middleware@v1.3.0/chain.go:25
github.com/grpc-ecosystem/go-grpc-middleware.ChainUnaryServer.func1
	/tmp/go/pkg/mod/github.com/grpc-ecosystem/go-grpc-middleware@v1.3.0/chain.go:34
github.com/chaos-mesh/chaos-mesh/pkg/chaosdaemon/pb._ChaosDaemon_ExecStressors_Handler
	/home/runner/work/chaos-mesh/chaos-mesh/pkg/chaosdaemon/pb/chaosdaemon.pb.go:4324
google.golang.org/grpc.(*Server).processUnaryRPC
	/tmp/go/pkg/mod/google.golang.org/grpc@v1.43.0/server.go:1282
google.golang.org/grpc.(*Server).handleStream
	/tmp/go/pkg/mod/google.golang.org/grpc@v1.43.0/server.go:1616
google.golang.org/grpc.(*Server).serveStreams.func1.2
	/tmp/go/pkg/mod/google.golang.org/grpc@v1.43.0/server.go:921
2023-03-17T15:55:50.571Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	Executing stressors	{"namespacedName": "robot-shop/e-3.1-5nxpx-4czjd", "request": "target:\"containerd://337972b1d361608f689e029a38c38757d0cbdb584864ebd1397e0ce56a1ea891\" cpuStressors:\" --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60\" enterNS:true"}
2023-03-17T15:55:50.575Z	ERROR	chaos-daemon.daemon-server	chaosdaemon/server.go:187	exec cpu stressors	{"containerID": "containerd://337972b1d361608f689e029a38c38757d0cbdb584864ebd1397e0ce56a1ea891", "cpuStressors": " --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60", "error": "no running task found: task 337972b1d361608f689e029a38c38757d0cbdb584864ebd1397e0ce56a1ea891 not found: not found"}
github.com/chaos-mesh/chaos-mesh/pkg/chaosdaemon.MetadataExtractor.func1
	/home/runner/work/chaos-mesh/chaos-mesh/pkg/chaosdaemon/server.go:187
github.com/grpc-ecosystem/go-grpc-middleware.ChainUnaryServer.func1.1.1
	/tmp/go/pkg/mod/github.com/grpc-ecosystem/go-grpc-middleware@v1.3.0/chain.go:25
github.com/grpc-ecosystem/go-grpc-prometheus.(*ServerMetrics).UnaryServerInterceptor.func1
	/tmp/go/pkg/mod/github.com/grpc-ecosystem/go-grpc-prometheus@v1.2.0/server_metrics.go:107
github.com/grpc-ecosystem/go-grpc-middleware.ChainUnaryServer.func1.1.1
	/tmp/go/pkg/mod/github.com/grpc-ecosystem/go-grpc-middleware@v1.3.0/chain.go:25
github.com/chaos-mesh/chaos-mesh/pkg/grpc.TimeoutServerInterceptor
	/home/runner/work/chaos-mesh/chaos-mesh/pkg/grpc/utils.go:205
github.com/grpc-ecosystem/go-grpc-middleware.ChainUnaryServer.func1.1.1
	/tmp/go/pkg/mod/github.com/grpc-ecosystem/go-grpc-middleware@v1.3.0/chain.go:25
github.com/grpc-ecosystem/go-grpc-middleware.ChainUnaryServer.func1
	/tmp/go/pkg/mod/github.com/grpc-ecosystem/go-grpc-middleware@v1.3.0/chain.go:34
github.com/chaos-mesh/chaos-mesh/pkg/chaosdaemon/pb._ChaosDaemon_ExecStressors_Handler
	/home/runner/work/chaos-mesh/chaos-mesh/pkg/chaosdaemon/pb/chaosdaemon.pb.go:4324
google.golang.org/grpc.(*Server).processUnaryRPC
	/tmp/go/pkg/mod/google.golang.org/grpc@v1.43.0/server.go:1282
google.golang.org/grpc.(*Server).handleStream
	/tmp/go/pkg/mod/google.golang.org/grpc@v1.43.0/server.go:1616
google.golang.org/grpc.(*Server).serveStreams.func1.2
	/tmp/go/pkg/mod/google.golang.org/grpc@v1.43.0/server.go:921
2023-03-17T15:55:50.658Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	Executing stressors	{"namespacedName": "robot-shop/e-3.1-5nxpx-4czjd", "request": "target:\"containerd://337972b1d361608f689e029a38c38757d0cbdb584864ebd1397e0ce56a1ea891\" cpuStressors:\" --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60\" enterNS:true"}
2023-03-17T15:55:50.659Z	ERROR	chaos-daemon.daemon-server	chaosdaemon/server.go:187	exec cpu stressors	{"containerID": "containerd://337972b1d361608f689e029a38c38757d0cbdb584864ebd1397e0ce56a1ea891", "cpuStressors": " --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60", "error": "no running task found: task 337972b1d361608f689e029a38c38757d0cbdb584864ebd1397e0ce56a1ea891 not found: not found"}
github.com/chaos-mesh/chaos-mesh/pkg/chaosdaemon.MetadataExtractor.func1
